11211,dec,25,474
12100,dec,19,324
21,dec,8,345
10012,dec,29,152
119,dec,9,156
21420,dec,29,89
30,dec,20,533
75001,dec,12,178
9000,dec,4,532
806,dec,8,744
7100,dec,19,60
7001,dec,13,533
12100,dec,30,297
12043,dec,10,712
200,dec,27,111
30,dec,9,396
81732,dec,29,111
12043,dec,23,455
900,dec,11,232
5100,dec,20,714
402,dec,3,474
10012,dec,15,525
11,dec,25,332
18121,dec,6,243
99999,dec,16,525
1,dec,20,288
817,dec,11,609
77000,dec,13,788
83745,dec,16,455
82,dec,11,533
806,dec,8,876
5121,dec,10,820
91000,dec,15,587
5101,dec,7,532
75,dec,28,984
9000,dec,3,886
18281,dec,21,395
1,dec,31,622
99,dec,24,820
81732,dec,5,874
18281,dec,17,196
92,dec,5,284
6100,dec,26,886
9100,dec,17,647
83745,dec,29,156
5101,dec,7,533
58745,dec,28,324
817,dec,29,156
9000,dec,13,984
803,dec,20,395
21,dec,6,886
58745,dec,31,464
81911,dec,7,744
99999,dec,23,441
9100,dec,8,174
9100,dec,1,482
73211,dec,12,562
81732,dec,1,915
83745,dec,26,178
18382,dec,1,295
205,dec,3,238
800,dec,25,464
99999,dec,11,441
65432,dec,17,597
6100,dec,25,395
12043,dec,10,915
91011,dec,8,395
8717,dec,12,995
81732,dec,29,747
5101,dec,13,814
21420,dec,19,180
21,dec,1,57
91011,dec,24,178
8717,dec,14,587
81911,dec,5,482
12500,dec,9,788
9000,dec,6,539
205,dec,25,820
99,dec,11,238
55011,dec,22,902
21420,dec,5,72
1,dec,17,230
2100,dec,10,828
119,dec,10,89
92,dec,6,72
91011,dec,25,15
9000,dec,20,455
119,dec,26,890
721,dec,3,517
817,dec,20,525
400,dec,24,756
21420,dec,24,396
95,dec,20,128
90,dec,23,174
21,dec,12,474
92,dec,23,587
18121,dec,1,232
75,dec,24,180
9000,dec,23,609
11211,dec,21,917
81911,dec,2,597
58745,dec,1,437
91000,dec,19,326
58542,dec,29,72
205,dec,13,297
82000,dec,2,295
7100,dec,12,57
50,dec,19,899
30,dec,3,13
1100,dec,10,876
1,dec,3,690
10012,dec,22,820
701,dec,11,13
402,dec,6,744
21,dec,14,345
817,dec,3,747
900,dec,1,747
65432,dec,18,828
701,dec,12,238
18382,dec,15,13
119,dec,10,496
82,dec,12,231
402,dec,13,814
806,dec,15,867
1100,dec,20,525
75001,dec,30,517
8000,dec,27,867
94394,dec,20,230
99000,dec,10,57
2100,dec,3,324
101,dec,5,426
99999,dec,31,690
65432,dec,20,533
99999,dec,29,441
11211,dec,4,337
89859,dec,28,609
5101,dec,14,15
5121,dec,8,231
82000,dec,13,156
55011,dec,23,517
5100,dec,13,332
1100,dec,26,713
8717,dec,6,231
721,dec,14,902
75,dec,22,513
89859,dec,26,527
806,dec,1,621
91000,dec,4,15
82,dec,3,536
81732,dec,5,277
10,dec,18,876
58542,dec,1,288
82,dec,17,747
77000,dec,12,859
81732,dec,3,295
400,dec,1,899
701,dec,22,899
89859,dec,29,318
8000,dec,12,57
5121,dec,9,915
30,dec,28,13
11211,dec,6,525
91000,dec,4,482
81732,dec,15,318
10012,dec,31,15
58745,dec,11,72
18281,dec,14,587
75,dec,15,876
73211,dec,9,995
75,dec,2,788
91011,dec,1,345
92,dec,3,788
18281,dec,15,859
205,dec,29,647
99,dec,24,60
12100,dec,9,297
91011,dec,8,345
721,dec,14,972
82,dec,29,441
82000,dec,15,788
95,dec,11,828
9000,dec,23,788
900,dec,25,60
99999,dec,3,174
400,dec,25,326
803,dec,1,500
50,dec,12,109
9100,dec,23,128
65432,dec,26,690
1,dec,20,60
7001,dec,6,421
8000,dec,22,395
77000,dec,17,609
91000,dec,31,621
81732,dec,28,811
92,dec,3,597
1,dec,8,811
8112,dec,11,943
18121,dec,15,876
44721,dec,6,902
75001,dec,29,587
9000,dec,3,972
82000,dec,17,297
200,dec,12,57
881,dec,18,15
900,dec,17,13
18281,dec,10,72
90,dec,30,513
99,dec,2,533
82,dec,25,295
721,dec,24,647
50,dec,3,395
9100,dec,5,437
83745,dec,31,318
99,dec,20,464
77000,dec,8,587
82000,dec,4,109
50,dec,9,464
721,dec,25,178
18121,dec,29,111
8112,dec,26,972
30,dec,26,295
91011,dec,30,597
83745,dec,15,713
21,dec,21,525
30,dec,21,421
6100,dec,11,621
881,dec,31,243
119,dec,25,230
900,dec,18,533
18121,dec,6,876
9100,dec,12,57
200,dec,8,500
400,dec,13,15
77000,dec,15,326
10012,dec,9,231
58745,dec,10,647
881,dec,25,527
89859,dec,29,609
55011,dec,17,324
1100,dec,14,533
21,dec,31,324
75001,dec,18,713
800,dec,13,820
99,dec,5,890
21,dec,12,109
75001,dec,31,609
7100,dec,9,972
92,dec,11,13
803,dec,20,337
11211,dec,11,828
1,dec,29,178
200,dec,3,972
77000,dec,3,178
55011,dec,17,455
82000,dec,13,231
92,dec,27,455
94394,dec,3,345
402,dec,2,532
402,dec,15,236
400,dec,3,231
18281,dec,19,152
5100,dec,24,876
65432,dec,12,295
18382,dec,6,690
900,dec,12,318
5100,dec,23,231
65432,dec,8,89
65432,dec,20,482
8000,dec,13,867
800,dec,17,747
75,dec,28,464
6100,dec,9,455
75001,dec,6,554
58542,dec,11,587
119,dec,1,128
12043,dec,26,174
99999,dec,25,295
1100,dec,25,517
8000,dec,28,156
99,dec,7,284
8112,dec,6,714
99000,dec,14,533
89859,dec,28,557
2100,dec,1,517
7001,dec,2,337
5101,dec,25,437
5101,dec,2,60
9100,dec,11,131
50,dec,28,788
806,dec,26,622
55011,dec,15,482
83745,dec,7,152
1100,dec,6,15
81911,dec,4,410
10012,dec,25,441
18281,dec,12,532
58745,dec,24,89
65432,dec,1,72
7100,dec,16,60
75,dec,3,886
881,dec,13,337
90,dec,31,474
83745,dec,28,527
817,dec,1,284
50,dec,14,744
12100,dec,16,345
900,dec,17,597
101,dec,17,231
75,dec,31,788
5101,dec,24,79
11,dec,16,288
12500,dec,26,288
58745,dec,10,943
12500,dec,21,876
7100,dec,14,899
205,dec,14,60
18281,dec,28,426
82,dec,4,874
82000,dec,29,554
65432,dec,20,79
8717,dec,4,410
7100,dec,4,890
65432,dec,6,500
12100,dec,31,482
12043,dec,15,864
806,dec,1,554
30,dec,12,712
12100,dec,15,128
200,dec,29,943
7100,dec,17,517
12100,dec,18,597
91011,dec,4,811
5121,dec,22,57
18121,dec,15,128
44721,dec,9,152
81732,dec,1,13
55011,dec,22,597
7100,dec,3,482
817,dec,1,437
2100,dec,16,326
721,dec,6,533
900,dec,1,395
205,dec,17,714
9000,dec,24,890
5121,dec,2,232
12043,dec,16,890
50,dec,22,647
18121,dec,8,533
75,dec,26,79
11211,dec,28,482
82,dec,26,539
5100,dec,23,562
65432,dec,17,714
7100,dec,18,714
81732,dec,29,597
18382,dec,26,647
701,dec,12,89
55011,dec,12,232
12100,dec,8,156
91000,dec,30,864
21,dec,28,131
101,dec,11,421
12500,dec,25,533
75,dec,30,174
21,dec,22,231
75001,dec,26,111
721,dec,25,867
55011,dec,26,713
21420,dec,9,788
12500,dec,25,79
1100,dec,5,597
83745,dec,1,326
30,dec,28,622
82,dec,2,15
18281,dec,10,79
205,dec,27,984
21,dec,13,15
8000,dec,13,236
11,dec,1,867
21,dec,31,196
90,dec,15,756
99000,dec,14,933
77000,dec,11,513
721,dec,3,410
77000,dec,18,864
701,dec,2,587
1,dec,10,128
200,dec,14,886
75,dec,24,933
82000,dec,16,621
50,dec,29,396
721,dec,3,886
81732,dec,19,277
5121,dec,16,984
99999,dec,23,410
12043,dec,31,230
91011,dec,11,527
55011,dec,7,621
11211,dec,13,318
21,dec,7,332
21,dec,27,788
58542,dec,17,788
5100,dec,27,395
83745,dec,17,284
94394,dec,8,915
205,dec,23,933
205,dec,6,395
11211,dec,31,464
8000,dec,7,621
50,dec,27,128
65432,dec,11,814
817,dec,26,57
99000,dec,19,482
806,dec,8,396
91011,dec,2,811
800,dec,16,13
7100,dec,28,131
10,dec,1,437
12043,dec,12,277
101,dec,25,899
75001,dec,10,396
11,dec,7,517
99999,dec,11,437
99999,dec,26,13
50,dec,6,345
800,dec,17,933
91000,dec,24,533
95,dec,23,533
10012,dec,15,995
12500,dec,21,318
81732,dec,20,597
12100,dec,29,109
402,dec,10,536
94394,dec,8,128
65432,dec,16,474
95,dec,18,238
721,dec,4,482
99999,dec,25,277
12100,dec,31,231
5100,dec,22,180
5101,dec,20,231
402,dec,16,527
5121,dec,10,455
8112,dec,23,324
30,dec,5,111
73211,dec,7,915
7100,dec,9,474
83745,dec,18,178
8112,dec,3,532
30,dec,2,326
8000,dec,23,747
91000,dec,19,152
94394,dec,31,597
58542,dec,25,410
12500,dec,4,437
99000,dec,7,828
50,dec,10,13
95,dec,30,277
44721,dec,30,864
75,dec,29,109
12100,dec,23,236
94394,dec,23,13
721,dec,26,532
99,dec,18,859
92,dec,30,890
95,dec,29,111
50,dec,12,395
91011,dec,6,337
1,dec,14,536
82,dec,3,15
99999,dec,15,288
701,dec,27,464
18382,dec,6,747
82,dec,13,13
400,dec,31,517
58745,dec,16,622
119,dec,21,324
91011,dec,9,621
91000,dec,5,57
721,dec,5,15
9000,dec,16,295
806,dec,3,539
92,dec,1,622
7100,dec,30,128
402,dec,3,820
817,dec,6,713
11211,dec,22,396
7001,dec,30,482
12500,dec,30,79
12500,dec,3,426
89859,dec,7,917
99000,dec,19,876
11211,dec,2,60
10012,dec,25,410
1100,dec,27,517
7001,dec,10,455
21420,dec,8,536
900,dec,30,15
800,dec,29,283
7001,dec,16,230
18121,dec,5,557
18281,dec,13,788
701,dec,22,747
10012,dec,4,756
18121,dec,20,562
12100,dec,11,284
12043,dec,4,899
5100,dec,17,109
9000,dec,10,15
11,dec,25,867
7100,dec,1,297
5100,dec,27,886
58745,dec,20,396
10012,dec,20,744
99,dec,24,395
12043,dec,28,747
8717,dec,19,79
95,dec,13,899
95,dec,14,236
881,dec,18,131
91000,dec,17,410
119,dec,26,482
400,dec,15,864
83745,dec,9,464
6100,dec,30,437
6100,dec,9,933
400,dec,7,859
89859,dec,12,972
721,dec,9,500
18382,dec,10,533
9000,dec,16,482
8717,dec,24,464
18382,dec,10,345
99000,dec,15,109
95,dec,5,917
119,dec,8,236
11,dec,6,943
58542,dec,7,876
82,dec,27,178
8717,dec,16,943
65432,dec,28,867
18382,dec,17,437
21,dec,1,864
9100,dec,10,621
200,dec,18,13
119,dec,16,788
9100,dec,16,13
82,dec,3,232
12043,dec,24,111
2100,dec,28,496
9000,dec,4,15
75001,dec,24,284
58745,dec,2,788
99999,dec,4,345
205,dec,3,13
5101,dec,18,943
8717,dec,23,482
18382,dec,27,788
99999,dec,9,79
205,dec,21,231
82000,dec,17,500
82,dec,10,788
99,dec,27,238
806,dec,30,15
81911,dec,17,464
10012,dec,26,156
73211,dec,7,915
11211,dec,11,395
900,dec,25,396
803,dec,17,324
8000,dec,24,326
5121,dec,15,72
817,dec,22,180
91011,dec,26,820
200,dec,14,917
99,dec,17,828
5101,dec,19,72
81911,dec,1,243
91011,dec,20,500
8112,dec,14,111
10,dec,12,915
58745,dec,8,690
90,dec,30,811
7100,dec,15,562
10,dec,14,933
7001,dec,30,410
11211,dec,24,109
75,dec,12,326
2100,dec,8,111
1,dec,14,714
800,dec,12,396
58542,dec,14,587
91000,dec,18,532
58542,dec,17,324
11211,dec,17,747
2100,dec,21,464
402,dec,2,536
5100,dec,21,902
721,dec,7,899
11,dec,13,283
7100,dec,20,876
73211,dec,14,232
12100,dec,15,554
11211,dec,5,324
94394,dec,11,152
11,dec,8,410
89859,dec,7,89
101,dec,18,876
81911,dec,31,324
50,dec,28,337
8112,dec,18,647
1100,dec,30,513
91011,dec,4,337
881,dec,21,337
1,dec,20,174
8717,dec,20,297
900,dec,14,284
5100,dec,20,972
18382,dec,16,111
99000,dec,12,464
5100,dec,24,621
18121,dec,3,324
18281,dec,18,15
21420,dec,12,562
10012,dec,20,756
10012,dec,3,533
81732,dec,25,902
205,dec,17,621
91000,dec,16,295
7100,dec,29,180
881,dec,20,178
75,dec,26,814
18121,dec,1,437
75001,dec,3,79
11211,dec,27,867
701,dec,16,13
11211,dec,25,744
101,dec,7,60
12500,dec,26,231
55011,dec,1,972
402,dec,26,828
12043,dec,27,72
75,dec,24,587
721,dec,21,318
99,dec,9,562
8112,dec,29,57
44721,dec,22,811
1100,dec,2,744
89859,dec,7,455
89859,dec,16,712
900,dec,21,131
9000,dec,4,277
5121,dec,6,713
94394,dec,23,57
77000,dec,22,332
81732,dec,26,915
10012,dec,27,297
8717,dec,21,714
30,dec,11,437
1100,dec,18,482
1100,dec,16,747
803,dec,18,474
400,dec,8,174
800,dec,3,57
900,dec,27,811
58542,dec,15,437
900,dec,20,756
94394,dec,20,609
817,dec,6,517
18382,dec,28,622
400,dec,19,337
5100,dec,18,236
1100,dec,11,747
99,dec,28,814
73211,dec,9,890
7001,dec,22,788
12043,dec,30,811
90,dec,2,231
10,dec,12,713
75,dec,22,562
8717,dec,15,886
8717,dec,4,437
44721,dec,14,482
73211,dec,9,324
18382,dec,9,89
900,dec,20,496
9100,dec,31,554
5101,dec,7,536
400,dec,19,532
1100,dec,3,597
18281,dec,26,902
119,dec,6,886
7100,dec,17,915
77000,dec,30,297
21,dec,21,156
92,dec,27,231
8000,dec,23,13
806,dec,14,756
99,dec,26,243
65432,dec,20,128
12043,dec,11,533
44721,dec,24,464
75001,dec,29,324
6100,dec,9,513
806,dec,22,539
99,dec,21,174
9100,dec,31,295
83745,dec,7,464
1,dec,15,231
21,dec,4,128
400,dec,20,231
803,dec,4,859
900,dec,28,820
6100,dec,3,72
99,dec,7,995
81911,dec,14,714
200,dec,21,318
7001,dec,25,395
99000,dec,22,332
7100,dec,4,156
7001,dec,15,426
402,dec,15,744
1,dec,28,15
5100,dec,6,500
7001,dec,5,899
89859,dec,18,396
18121,dec,17,57
5101,dec,7,828
58542,dec,12,609
8112,dec,27,536
12043,dec,3,15
90,dec,12,533
1100,dec,28,318
94394,dec,27,332
721,dec,24,79
817,dec,20,972
10,dec,21,455
30,dec,11,332
44721,dec,28,243
75001,dec,20,295
5101,dec,20,395
83745,dec,4,532
99,dec,21,231
10,dec,11,482
99000,dec,15,474
50,dec,27,421
91000,dec,28,995
82000,dec,19,482
8000,dec,5,277
701,dec,28,943
7001,dec,11,72
11,dec,5,513
11211,dec,27,917
5121,dec,14,811
21420,dec,30,972
10,dec,26,859
817,dec,23,324
402,dec,3,500
99999,dec,1,482
77000,dec,19,231
701,dec,26,318
21,dec,17,811
10,dec,23,874
6100,dec,13,283
881,dec,17,111
50,dec,30,345
91000,dec,5,232
205,dec,11,562
803,dec,2,915
44721,dec,4,441
99000,dec,28,536
1,dec,28,876
92,dec,5,597
44721,dec,22,243
881,dec,17,621
89859,dec,26,395
205,dec,17,232
58745,dec,5,899
1100,dec,7,533
50,dec,11,890
55011,dec,19,332
99999,dec,12,324
11,dec,1,788
5100,dec,2,899
205,dec,12,236
91011,dec,29,231
95,dec,26,517
81911,dec,25,180
6100,dec,19,230
1,dec,29,788
55011,dec,4,527
7001,dec,27,533
12500,dec,7,557
12043,dec,29,814
701,dec,12,899
58745,dec,15,517
75,dec,17,284
9100,dec,30,984
8000,dec,26,525
91000,dec,5,513
9000,dec,23,690
11211,dec,4,111
44721,dec,12,421
44721,dec,25,876
8000,dec,13,496
9000,dec,8,864
55011,dec,29,13
101,dec,3,426
6100,dec,9,859
83745,dec,11,902
99999,dec,27,621
900,dec,9,236
8000,dec,2,864
10,dec,1,517
8717,dec,28,554
5121,dec,17,532
82000,dec,20,859
8000,dec,14,874
99,dec,15,324
44721,dec,4,284
7100,dec,17,933
12500,dec,26,396
205,dec,15,295
11,dec,6,231
92,dec,10,864
65432,dec,10,972
2100,dec,26,395
400,dec,20,396
94394,dec,28,890
7100,dec,30,13
81732,dec,27,811
11211,dec,13,464
99999,dec,23,231
58542,dec,14,539
99,dec,6,811
402,dec,7,57
10012,dec,24,152
95,dec,29,859
800,dec,5,984
101,dec,2,557
800,dec,5,597
12100,dec,26,622
817,dec,23,874
30,dec,14,156
58542,dec,3,533
9000,dec,9,500
5100,dec,27,297
5100,dec,24,332
2100,dec,20,180
81911,dec,2,243
55011,dec,21,811
75001,dec,14,15
119,dec,7,180
402,dec,29,788
7100,dec,13,243
701,dec,1,874
7100,dec,13,396
92,dec,11,597
83745,dec,31,532
50,dec,6,345
9100,dec,26,886
12043,dec,17,811
89859,dec,2,557
91011,dec,24,587
800,dec,17,60
800,dec,7,396
75,dec,17,902
99000,dec,27,917
10,dec,17,532
12043,dec,19,788
1,dec,1,820
82,dec,4,527
11211,dec,17,533
50,dec,22,178
803,dec,19,295
82,dec,17,820
92,dec,12,714
12043,dec,8,536
77000,dec,8,131
5121,dec,17,814
94394,dec,13,902
99,dec,3,15
8717,dec,18,609
1,dec,7,517
721,dec,21,231
91000,dec,14,886
65432,dec,20,295
1,dec,12,517
95,dec,6,864
44721,dec,27,533
11211,dec,4,426
1100,dec,15,13
58745,dec,27,231
5101,dec,19,713
8717,dec,5,597
91000,dec,27,917
81911,dec,30,57
10012,dec,24,131
91011,dec,13,152
91000,dec,14,874
65432,dec,3,13
721,dec,17,89
900,dec,28,437
817,dec,19,864
900,dec,15,554
12100,dec,5,536
12043,dec,27,820
800,dec,23,788
400,dec,15,859
99999,dec,4,174
12500,dec,2,288
7001,dec,29,533
77000,dec,15,284
50,dec,24,917
200,dec,19,756
99999,dec,29,15
50,dec,29,332
7100,dec,15,972
11,dec,23,230
402,dec,7,231
12500,dec,6,747
73211,dec,13,712
12100,dec,15,557
900,dec,25,111
81732,dec,23,713
21,dec,14,426
18281,dec,4,943
101,dec,22,517
119,dec,28,597
800,dec,28,318
881,dec,14,396
44721,dec,1,441
95,dec,20,109
200,dec,3,13
7001,dec,25,196
90,dec,5,395
58745,dec,26,295
58542,dec,29,917
91000,dec,16,232
12100,dec,6,196
75,dec,11,943
77000,dec,12,517
21,dec,29,156
82,dec,22,152
90,dec,16,284
400,dec,9,318
9000,dec,11,421
83745,dec,1,859
21,dec,8,60
83745,dec,21,15
82000,dec,29,174
89859,dec,3,915
2100,dec,30,899
12043,dec,17,899
44721,dec,22,647
400,dec,24,128
6100,dec,8,609
55011,dec,26,713
10012,dec,28,886
1,dec,4,441
400,dec,1,437
91011,dec,18,621
2100,dec,15,236
81911,dec,31,57
44721,dec,20,557
806,dec,9,326
1,dec,12,57
81732,dec,9,109
12500,dec,30,345
721,dec,20,283
95,dec,18,500
12500,dec,11,410
94394,dec,9,57
11211,dec,2,152
18121,dec,15,890
721,dec,17,178
50,dec,9,647
18382,dec,24,864
82000,dec,7,482
81911,dec,1,902
65432,dec,25,156
21,dec,24,396
90,dec,7,324
73211,dec,5,180
800,dec,10,713
205,dec,9,131
806,dec,14,324
65432,dec,22,886
10,dec,10,647
10,dec,14,539
99,dec,9,236
77000,dec,2,513
81911,dec,29,277
30,dec,5,72
18281,dec,30,455
200,dec,3,474
94394,dec,23,441
21420,dec,17,324
12043,dec,16,690
9100,dec,9,744
10,dec,25,152
6100,dec,6,474
99999,dec,2,712
7001,dec,27,756
200,dec,8,230
81911,dec,27,525
65432,dec,4,554
82,dec,29,283
94394,dec,30,622
65432,dec,18,332
18382,dec,21,972
18121,dec,21,562
12500,dec,20,714
30,dec,31,474
8717,dec,30,396
18281,dec,28,109
30,dec,28,474
21420,dec,21,295
1,dec,27,995
91000,dec,11,243
99000,dec,23,277
92,dec,11,324
9100,dec,8,867
7001,dec,1,482
83745,dec,13,496
73211,dec,5,230
5121,dec,18,79
95,dec,2,15
8717,dec,8,517
99000,dec,2,337
721,dec,7,441
101,dec,2,587
10,dec,23,284
18281,dec,12,421
701,dec,30,482
400,dec,8,533
701,dec,29,441
99000,dec,18,902
94394,dec,29,455
75,dec,28,437
200,dec,14,128
75,dec,13,525
8112,dec,10,337
21,dec,3,79
5121,dec,5,482
701,dec,18,421
75001,dec,30,243
701,dec,28,899
55011,dec,1,72
205,dec,27,288
10012,dec,5,500
44721,dec,31,455
30,dec,1,557
9100,dec,6,178
817,dec,28,231
18382,dec,20,917
721,dec,3,57
95,dec,16,236
817,dec,10,345
58542,dec,18,230
75001,dec,4,421
9000,dec,6,690
81732,dec,19,513
8717,dec,11,437
95,dec,28,441
55011,dec,3,864
89859,dec,28,437
1,dec,26,972
8000,dec,25,867
82,dec,29,174
99999,dec,29,621
402,dec,8,152
5101,dec,16,131
18121,dec,13,396
75001,dec,18,464
8000,dec,9,396
721,dec,29,13
55011,dec,2,482
5121,dec,7,318
1,dec,5,943
101,dec,27,647
400,dec,24,525
75001,dec,19,318
82000,dec,8,609
800,dec,22,859
1,dec,24,196
11,dec,23,236
21,dec,19,517
8000,dec,22,587
94394,dec,24,811
900,dec,20,437
200,dec,27,533
1,dec,20,517
8717,dec,7,820
91000,dec,9,788
205,dec,30,326
7001,dec,13,859
900,dec,22,713
11211,dec,29,533
91000,dec,20,820
90,dec,31,788
11,dec,12,13
21420,dec,20,318
12100,dec,2,828
83745,dec,5,178
82000,dec,23,527
18121,dec,10,297
82000,dec,16,15
12100,dec,21,811
7001,dec,10,690
900,dec,15,231
21,dec,23,318
1,dec,31,933
